title,sentence,score
랑종,전형적인 B급 영화. 대충 휘갈긴 시나리오와 결국 후반부에 본인들의 발목을 잡은 연출기법 .. 주제의식에도 전개에도 아무런 의미없는 뜬금없는 섹스신과 뜬금없는 함만져봐.. 감독의 욕구를 채우기 위한 영화 그 이상도 이하도 아닌,2
버블,"연출 , ost 완벽함. 흥분하는걸 막았다고 버블이 없어진것도 아니고, 근데 또 공사는 하고있고.. 재미는 있었으나 역시나 결말이 일본했다.",8
경계선,인간의 추악한 비인간성의 미세먼지 경계선을 뚫고 들어오는 &amp;lt;경계선&amp;gt;의 맑은 숲,9
니 부모 얼굴이 보고 싶다,너무 스토리가 이해하기 쉽게 넣은거 같아서 감명 깊게 보고 너무 스릴 있으면서도 슬프게 보면서 재밌게 봤던거 같아뒷 이야기를 보면 호숫가에 혼자가 아니라 한명이 더 있었다는걸 그리고 드론을 왜 장한결 가지고 있는 이유도 안다,10
로스트 시티,1점도 아까워요 정말 보지마세오,2
교실 안의 야크,"와, 학교까지 가는데 강을 따라 가볍게 걸어서 6일 걸린다고 하면서 보이는 저 태평함. 근데 강은 안보이고 산길에 계곡에... 가다가 영화 끝날 듯.",9
더 킹,미래를 예언 한 영화였네요 ㄷㄷㄷ,10
올드 가드,각본은 별론데 연기력으로 다 해먹은 영화. 킬링타임용 으로 매우 적합한 듯. 샤를리즈 테론은 여전히 멋쁘네 ,8
극장판 귀멸의 칼날: 무한열차편,귀칼안본 사람도 재밌게 볼 수 있음,10
황야의 결투,&amp;#39;My Darling Clementine&amp;#39;과 함께 말을 타고 쓸쓸히 마을을 떠나는 뒷모습이 한없이 외로운 시대의 상징처럼 다가온다,10
당신얼굴 앞에서,홍상수 이혜영 왜 이제서야 만났을까,9
어벤져스: 인피니티 워,아이언맨에게 왜 늘 고통만을 주는지..,10
더 배트맨,"콜린 파렐이 언제 나왔지?했는데,펭귄ㅎ..분장상 말고는 대부분의 캐릭터들이 뭔가 미스캐스팅인듯한 어설픔이 보여서 아쉬웠음.캣우먼도 역대 최악이고..",6
서울괴담,뭔가 똥싸다 만 느낌이네요 ,5
니 부모 얼굴이 보고 싶다,"연기는 다 잘하는데 결말이 학폭에 관한것만 자세하게 얘기하고 가해자가 처벌받거나 그런거는 별 내용도 없고 ,, 재미는 있었는데 그냥그래요",8
신비한 동물들과 덤블도어의 비밀,덤블도어의 비밀이 Gay라는 것인가요?,6
서울괴담,노잼임 ㄹㅇ 근데 배우들이 예쁘고 잘생김,1
서울괴담,진짜 하고싶은말이 너무 많다… 너무 극혐,1
신비한 동물들과 덤블도어의 비밀,정말 최고였습니다. 평점이 왜 낮은지 이해가 안되네요. 감동도 재미도 다 잡았다고 생각하고 개연성이 없다하는데 어느 부분이 없다는지 모르겠네요. 전편보다 훨씬 좋았습니다! 조니뎁에서 바뀐 거 너무 잘한 결정이네요. 연기도 나타내고자 하는 캐릭터도 훨씬 잘 보였어요. 아 해덕은 꼭 보시길 !!,10
신비한 동물들과 덤블도어의 비밀,영화관에서 보는거 추천,10
포레스트 검프,명작 감동 최고입니다!,10
니 부모 얼굴이 보고 싶다,"생각없이 여와화만보다,   깊은생각이들고 사회문제를 어필하는영화",10
타임 머신,갑자기 장르가 바뀌는 영화,6
야차,긴장감이 뒤로 가면 갈수록 떨어집니다. 스토리라인 자체도 자연스럽지 못하고 무엇보다 주인공 검사 캐릭터가 너무 비현실적이라 몰입을 방해하네요. 정의? 법과 원칙? 영화보다가 영화와 관계없이 계속 코웃음이 나온다는. ,6
니 부모 얼굴이 보고 싶다,평점에 알바가 너무 많은 듯. 초반부에는 좀 그럴싸했는데 중후반부로 갈수록 대~충 생략된 부분이 너무 많음. 제일 중요한 부분도 많이 생략된 것 같고 ,4
서울괴담,내용이 생각보다 재밌음라고할뻔노잼,1
서울괴담,무섭기보다는 쫌 징그러워요,4
트루먼 쇼,걍 개띵작 아직 안 본 사람이 있나,10
신비한 동물들과 덤블도어의 비밀,007 시리즈를 보고 나온 것 같아요,6
니 부모 얼굴이 보고 싶다,정말 감독 얼굴이 보고 싶다,1
몬스터 아카데미,정말 재미 없어요. 아이가 무서워 했습니다.,1
똘똘이 소강시,30년도 훨씬 넘은 영화치고 스토리도 재밌고 잘 만든 영화같아요.,10
야차,개재밌게 봤음!! 평점보고 놀라서 오랜만에 평점쓰네요. 진짜 댓글알바라는 게 있나 싶다.ㅋ,10
신비한 동물들과 덤블도어의 비밀,전편의 장엄함과 웅장한 전투씬은도 사라지고 신기한 동물들의 기상천외하고도 익살스러운 모습도 사라지고 인문들에 치중하다보니 이렇게 지루할수가없다,6
공기살인,재난영화 좋아해서 기대했는데 억지느낌이 강하고 흐름이 좀 이상했던거같아요 감동보단 오글거려서 보기 힘들었음 이런 소재를 영화로 만든것은 좋았음. ,1
서울괴담,ㄹㅇ 개노잼 개노잼개노잼개노잼,1
로스트 시티,재밌고 유쾌함,6
인질,???  그냥  재미없음쩝,2
니 부모 얼굴이 보고 싶다,입닥쳐지는 영화!!!,10
야차,발매일만 2020년대...반일팔이 및 개연성 제로의 스토리는 1990년대...이딴 걸 넷플릭스에 올리다니 부끄럽다.,1
바람계곡의 나우시카,진정한 사랑이란 무언가를 말해주는 듯한 작품..이기적인 나 자신을 되돌아보게 되는 인생 명작,10
서울괴담,내 마넌 돌려줘... 에휴 정말,1
스텔라,"건달한테 쳐맞는 유도선수, 스텔라보다 못한 렉서스. 뭔생각으로 만든 영화인지",1
스텔라,손호준같은 전라도 사람을 쓰니 그렇죠 차라리 허성태 배우님이 주연했음 ㅍㅌ는 쳤겟네,1
극장판 주술회전 0,진짜 주술회전 감독 한국인이라 자랑스럽다 ;;,9
올드,요즘 시나리오로 조지는 이런영화 잘없죠 잘만들었음,8
니 부모 얼굴이 보고 싶다,배우들 연기 최고.. 진심 영화 몰입도 최고였고 다 재밌게 봤는데… 재판씬이 좀 아쉬웠음 결말도 좀 뭐랄까 시원한 결말은 아닌 듯 뭔가 영화 보다가 중간에 나온 기분이었음 ,8
광대: 소리꾼,다시 개봉하면 좋겠네요~,10
니 부모 얼굴이 보고 싶다,나름괜츈 연기력 좋았음요,10
야차,너무 재밌어요연기구멍 하나없어요,10
신비한 동물들과 덤블도어의 비밀,"해리포터 팬으로써, 신비한 동물사전 팬으로써 재밌게 본 작품. 140분이라는 러닝타임에도 지루하게 느껴지지않았다",10
니 부모 얼굴이 보고 싶다,진짜 결말이 너무 마음에 안들어요 학교폭력은 반드시 없어져야 합니다!!,10
니 부모 얼굴이 보고 싶다,예상한데로의 영화인데...무겁게 전달 되네요.,10
호우시절,인생에서 가장 사랑하는 사람과 함께 이 영화를 보고 싶다. 진정한 사랑의 의미를 알려주는 영화. 잘 보았습니다!,10
내 사랑,잔잔하고 먹먹하고 사랑과 감동이 있어요..,10
만춘,결혼하기전에 봐야할 영화,7
스펜서,허례허식 속에 갖혀 고통받는 영혼,7
신비한 동물들과 덤블도어의 비밀,보는 내내 재미있었어요 동물들도 많이 나오고 마법도 많이 나와서 좋았어요 충분히 영화관에서 볼만했어요~,10
스파이더맨: 노 웨이 홈,솔직히 엔드게임까지는 좀 장비빨도 많고 그래서 내가 원래 알던 스파이더맨 맞나 싶었는데 이번에는 좀 본연의 모습을 찾아가서 좋았고 스토리는 솔직히 그냥 평범하지만 팬서비스가 좋았음 마지막에 솔직히 스파이더맨 본인이 다 감수해서 좀 안타깝긴했는데 닥스가 진행하던거 놔두면 아무 문제도 안생겼는데 본인이 자초한 일은 본인이 감수하게된듯 ,9
버블,결말이 맘에 안들지만! 스토리 ost 다 좋네요ㅜ,10
플랜맨,ㅡ 극중 한 지민님의 유 소정역!  딱! 완전  제 이상형 입니다!♡♡,8
뮤지컬 킹키부츠 라이브,킹키부츠 외국영화 재미있어요 뮤지컬 그리고 외국배우멋있고 너무나도 웃겼어요,10
신비한 동물들과 덤블도어의 비밀,다음 시즌으로 갈수록 스토리가 늘어지는 느낌이 들었음,8
니 부모 얼굴이 보고 싶다,연기는 모두 좋았고 스토리가 조금 아쉬웠음,7
모비우스,액션신 나쁘지 않았고 초반까지는 볼만한데 주인공이 감옥에 갇히고나서부터 문제임 마일로가 그냥 주인공이 병고친거 부러운거 하나로 바로 자신도 흡혈귀되고 주인공이랑 대립하는데 캐릭터 설명이 부족함 그리고 주인공은 마일로랑 제대로된 의견대립도 없이 싸우기만하고 그냥 마일로는 서사따위는 개나줘버림 그리고 엔딩크레딧에서 벌쳐등장하는데 갑지기 닥스가 어떤실수를 했기에  등장한거고 수트는 갑자기 어떻게 구했는데지 안나오고 주인공이랑 만남 그냥 소니는 영화그만만들어야할듯 배놈도 스토리가 개연성 말아먹은듯이 이 영화도 개연성 말아먹은거보면 진짜 필요한설명은 다 짤라먹고,1
플립,나무를 베지말아주세요 제발...그때 같이울었어 몰라그냥 왜이렇게눈물이나지? ㅜ,10
니 부모 얼굴이 보고 싶다,연기의 달인들이 부족한 연출을 커버친 영화. 공정과 상식은 자기 가족과 측근에게는 다른 잣대를 들이대는 순간 거짓말이 된다. ,8
365일: 오늘,"시간 낭비, 야한 뮤직비디오도 아니고 음악만 시도때도 없이 나옴",2
니 부모 얼굴이 보고 싶다,진짜 역대급으로 재밌었고 소름돋는 영화였다.,10
PMC: 더 벙커,절대 보지 마세요. 진짜 시간 아까워요. 쿠팡플레이 올라와서 봤더니 너무 재미가 없네요. 개연성도 많이 떨어지구요. 말이 안 되는 장면이 너무나도 많아요.,1
니 부모 얼굴이 보고 싶다,오달수때문에 보기싫었으나 천우희문소리설경구때문에 참고 봄 뉴스만 봐도 화나는 일이 많아서 굳이 이런 영화 보고 화내고싶지않았는데 소비해야 문제점이 드러나고 이목을 끌 것 같아서 보게 됨,8
혼자 사는 사람들,관계에 대한 두려움을 극복하고 용서하며 용서를 구하는 것. 혼자여도 괜찮은 척하는 외면의 껍데기를 깨고 세상에 나오는 것이 좀 더 나은 삶을 위한 자세가 아닐까 생각해본다.,10
나이트메어 앨리,끝이 무서움  ㅠ  ㅠ  전 비추천,8
서울괴담,중간에 나옴 사람들 다 증발ㅋ,1
카멜롯의 전설,리처드 기어사랑입니다,10
신비한 동물들과 덤블도어의 비밀,초심을 찾길,5
서울괴담,마네킹편은 정말 코미디였습니다.,2
니 부모 얼굴이 보고 싶다,노잼입니다 노잼입니다,1
야차,뻔한 전개 스토리  다 예상 범주내...,2
인민을 위해 복무하라,사전지식없이 전쟁영화 인가 하고 봤다가 오우.. 그래도 잘 봤습니다~,8
엔칸토: 마법의 세계,평점별론데 난 너무 감동적이게봤다. 브루노노노 노래도 너무좋았음,10
하늘의 푸르름을 아는 사람이여," 고속버스에서 노트북으로 봤는데추하게, 꽤 많이 울어버렸다. 흔한 신파 영화를 극장에서 볼 때보다도 더 많이 울었다. 연출이 정말 훌륭하다. 각본에 비해 훨씬. 그렇다고 각본이 나쁘다는 건 아니다. 다만 특출난 장점이 되지는 못할 뿐.  개봉할 때 이 영화를 몰랐던 게 꽤 아쉽다. 재개봉할 일이 없을 거 같아서 더더욱. ",9
로스트 시티,말그대로 킬링타임.아무생각없이 멍하게 보기 좋았다,6
나부야 나부야,부모님께서 마음이 아프시대요,10
니 부모 얼굴이 보고 싶다,"배우들의 연기력에 감탄! 스토리에 약간 허술함이 있고, 연출의 몰입도는 살짝 아쉬웠다.",9
봄날,연기자들연기로 스토리까지 덮었다.볼만한드라마^^,10
에이 아이,처음으로 나를 울먹이게 만들었던 영화.  단순하지만 큰 영화.  긴 러닝타임에도 지루하지 않은 영화 ,10
서유기 2 - 선리기연,오래된 영화가  촌스럽지 않을 정도의..최고임,10
와일드 리벤지: 마지막 한 놈까지,"저가 영화가 가지는 그것만 있는 영화. Goodman이 마약 관련해서 죽은 딸의 복수극인데, bad son의 잘못을 덮으려는 bad father의 자기보호가 관련없는 사람들만 총알받이로 죽게 만든다.. 비추입니다.끝없이 펼쳐진 야자수 과수원.. 이것만 부럽부럽..천조국의 뒷골목영화",3
니 부모 얼굴이 보고 싶다,간만에 좋은영화 봤슴?연기 쩐다,10
신비한 동물들과 덤블도어의 비밀,2년만에 왔는데 처음으로 영화관에서 졸았습니다,1
문폴,"이 영화는 달과 지구의 전대미문의 키스 &amp; 부비부비 사건을 주제로 한다. 한마디로 우주적 스케일의 성추행 사건을 다루고 있지만 그럼에도 불구하고 이 영화는 우리에게 우주와 지구와 달의 기원을 가장 과학적이고 가장 설득력있게 친절하게 잘 설명해 주면서 동시에 필자를 과학의 바다로, 고등 물리II의 태평양으로 안내해준다. 이 영화를 본 후로 이제 더이상 필요없어진 고등학교 물리, 생물, 화학 책들을 모두 고물로 내다놨다. 앞으로는 모든 수능생들이 이 영화 한 편으로 수능 과학영역을 올 마스터할 수 있을 거라 본다. 여담으로 마지막에 달과 지구가 뜨겁게 비비면서 합방할 때 타노스가 등장, 달을 우주밖에서  인피니트건들렛으로 잡아당기는 희생정신에서 가장 눈물날만큼 감동적이었다. 달과 함께 산패한 타노스는 지구의 진정한 영웅이다. 그리고 여담으로 아무리 중국자본이 들어갔지만 그래도 이 영화에 나오는 중국 여자(Kelly Yu)는 미워하지 마라. 이쁘다. 미워하다보면 정들고 정들면 사랑하지 못해서 괴로우니까 그 중국 여자는 미워하지 마라. 이쁘다. ",10
방법: 재차의,드라마 보고 영화를 봐야 되는듯 쿠키영상들도 이해가 안됨 초반이 젤 재밌음 100명의 좀비들,7
공기살인,한때 사회 이슈 관련해서 말하기 대회에서 이 사건을 다뤘었는데 그때 그 분노가 다시 느껴지네요,8
신비한 동물들과 덤블도어의 비밀,"최악의 대사 지루한 줄거리 억지스러운 연기 개 쓰레기 영화, 보다가 도저히 못 참아서 중간에 나왔다 ",1
씽2게더,콜드플레이에 U2면 반칙이지,9
니 부모 얼굴이 보고 싶다,"의도하고자 하는건 알겠으나... 허술하고 개연성 없는 전개와 작위적인 반전, 입체적이지 못한 인물 구성 등이 몰입을 깨서 아쉬운 작품이었습니다.",4
우리가 사랑이라고 믿는 것,이혼을 받아 들이는 어른들의 자세,9
버블,스토리도 개연성 없고 내용도 산으로 가고 사건의 원인 결과도 자세히 안알려주고 마지막에 즙좀 짜보라고 그렇게 연출한건지 모르겠다.,1
엑스맨: 다크 피닉스,매그니토 액션씬 하나만큼은 엑스맨중 탑임 ㅋㅋㅋㅋ,4
고스트 오브 워,미국판 알포인트라고??? 알포인트가 독일영화 데스워치를 베껴먹은건 알고하는말인가?,10
노바디 ,"러시아갱들 후두려 패는게 통쾌하다 역시나 주인공은 사기캐지만 이 영화에서는 몇대 맞아서 현실감이 있었다 마지막  크레모아씬은 참 인상깊었고, 허치는 가족앞에서 노바디가 아닌 썸바디였다. ",9
쿠폰의 여왕,소재보고 가벼운 마음으로 가서  봤는데 두세 마디가 명언이더라구 진짜 주변에 있을 법한 이 사람이 왜 아직도 독신인지 알 수 있을 정도의 외모 성격 충분히 납득이 되는 캐스팅은 잘했네 난 재밌었음,10
신비한 동물들과 덤블도어의 비밀,진짜 재밌는데 왤케 평점 안좋야..,10
올드,삶은 유한하게 흐르고 언젠가는 모든 삶은 끝을 맺는다.,10
수상한 그녀,제일 인상깊었던 장면은 첫 생방송 때 지난 힘들었던 기억을 회상하며 노래부르던 장면인데 진짜 나도모르게 눈물콧물 쏙 빠짐…너무 맴이 아픔…,10
이상한 나라의 수학자,얘기가 이상하게 흘러가네,7
"힘을 내요, 미스터 리",감동적이예요^^~~,10
퍼펙트 케어,페미니즘에... 허술한 갱단들... 말도안되는 여주의 억지조건에...,4
신비한 동물들과 덤블도어의 비밀,재미없을 거라고 생각하고 봤는데 생각보다 괜찮았음.,10
극장판 주술회전 0,마지막에 엔딩 노래 크게 나올때 진짜 울었습니다..ㅜㅠㅠ  한번 더 보고싶어요.. 정말 인생 영화..,10
서울괴담,이것저것 넣어서 맛을 내보려고 했지만 밍밍하기만 짬뽕탕 같은 영화네요. 에피소드들을 옴니버스로 구성했지만 임팩트 있고 기억에 남는 게 없어요.,4
레드슈즈,국내 애니메이션의 달라진 퀄리티.,8
야차,킬링타임용 입니다 아는 얼굴들이 많이 나와서 반가웠네요 몰입도가 조금 아쉽긴해요 리얼리티가 한스푼 더 있으면 좋았겠지만 연기력들이 아주 ㄷㄷ,10
푸리오자,"연출, 연기 모두 10점",10
신비한 동물들과 덤블도어의 비밀,해리포터에 나오는 덤블도어에 대해 많이 알 수 있어서 너무 좋았다.,10
공기살인,내용이랑 연출이 좋았습니다,10
신비한 동물들과 덤블도어의 비밀,신비한 동물사전은 뺴고그냥 덤블도어의 비밀 정도..,7
니 부모 얼굴이 보고 싶다,반전 결말과 배우들의 열연 좋았습니다,8
스펜서,연기 좋다고 해서 봤는데 생각보다 과장되는 몸짓이나 발성이 별로 였음ㅠㅠ,6
중경삼림,1부는 좋았는데 2부가 좀..,6
리프레쉬,수준 이하의 작품..시간이 아까울 정도..,2
쿠폰의 여왕,"고구마 많고, 답답한 하네요.",5
더 배트맨,솔직히 중간에 잠들었음. 배트맨의 과도기가 인상적이지만 호흡이 너무 길어.,6
나나,나나랑 하치가 너무 잘 어울리는데 하치 남친이랑 친구가 완전 최악 별로 ,10
세븐틴 파워 오브 러브 : 더 무비,진짜 너무너무 미쳤고 최고에여!!!눈호강 귀호강 하고 갑니다~~^^♡♡♡,10
니 부모 얼굴이 보고 싶다,우리 사회의 민낯을 적나라하게 드러낸 이야기라 참담함과 함께 분노를 불러일으키네요. 자식이 괴물이 되면 부모는 악마가 된다는 말이 딱 들어맞는 영화입니다.,9
불도저에 탄 소녀,여주 연기최고. 찰진 욕. 눈빛이 살아있음.추천합니다,8
모비우스,나는 재미있게 봤음. CG가 예술임. 스토리야..뭐..어차피 다 비슷하잖아?,7
시애틀의 잠 못 이루는 밤,옛날에는 이렇게 자극적이지 않고도 꿀잼인 영화를 만들었었구나 이런게 좋아. 90년대 미국의 로맨스물은 진짜 어나더 클래스,10
봄날,배우님들이 연기를 너무잘하셔서 뻔한스토리인데도 집중해서봤어요,10
앰뷸런스,서사와 신파가 억지스러움. 마이클 베이의 화려한 카메라 무빙+폭발과 제이크 질렌할의 연기가 멱살잡고 끌고감.,6
스텔라,안본눈삽니다 억지감동 수준낮음,1
봄날,"우리네 일어나는 평범한 이야기. 큰아들만 챙기는 할머니, 장례식장에서 일어나는 일상들을 고퀄리티 배우들의 연기로 표현",10
호우시절,"따뜻한 영화 이다. 사람 사이의 관계, 인간미  좋은 영화이다.",10
서울괴담,같이 본 사람들이 나오면서 다 욕함.. 중년 부부분들이 왜 이영화골랐냐고 싸우심,1
이상한 나라의 수학자,우리나라 교육계의 현실과 맞물려 중1아이와 함께 보기에 감동적인 영화였습니다.,10
서울괴담,여자친구랑봤는데 화장실갔다가 집에가고싶었어요,2
신비한 동물들과 덤블도어의 비밀,나름 볼거리도 많고 유머도 재미있었다. 좀 늘어지는 감은 있지만..그래도 5편까지 마무리는 하고 가자.,7
해변의 에트랑제,몽글몽글 그자체 ㅜㅜㅜ,10
신비한 동물들과 덤블도어의 비밀,덤블도어의 정치질..잘 잤습니다,1
킹메이커,뻔하고 재미없을줄 알았는데배우들 연기력과 흐름에 시간가는줄 모름~,9
혼자 사는 사람들,담 작품도 기대핼게요~,8
공기살인,&amp;#39;가습기 살균제 사건&amp;#39;을 제대로 잘 만든 영화! 영화 속 기득권들은 너무나 전형적이어서 익숙하네요. 이런 영화가 천만 가야 된다고 생각해요. ,10
레지던트 이블: 라쿤시티,이렇게 어설프게 만들거면 아에 만들질 말어라 좀비 분장도 엄청 허접하고 가장 큰 문제점이 캐릭터를 드럽게 못살림 웨스커 하나 비슷하더라 그리고 레온은 왜 허접 찐따로 나오냐 영화가 전체적으로 개판임 앨리스 누님 선에서 싹다 정리될듯,2
렛 힘 고,음.. 그냥 뭔가.. 보고나면.. 기분이.. 드러워요 ,4
봄날,손현주님 연기잘하시네요내용은....,1
베놈 2: 렛 데어 비 카니지,재밌는데 평점 너무 낮네 ,10
바닐라 스카이,이게 왜 정신나간 영화?ㅋ끝까지 본거 맞나?,10
야차,"스토리 짜임새, 배우들 연기 좋고 최근 한국 영화 중에서 기억에 남을만함~",10
머니볼,"가끔씩 생각나는 영화, 다시 머니볼을 볼때마다 나를 되돌아보게 된다. ",10
레미제라블,"최고 매 순간 명장면, 명곡 인생영화",10
공기살인,전개가 너무 빠름 이해가 안됨,4
야차,꿀잼ㅋ 영화가 허구일 수 도 있는거지머,10
수퍼 소닉2,아이가 많이 좋아하고소닉 좋아 하셨던분이라면볼만 합니다. 아이가 일어나서 집중해서 볼 정도였어요.,10
심야의 FM,너무 재미있습니다 한번쯤 볼만한 영화,10
니 부모 얼굴이 보고 싶다,학폭 심각성을 좀 더 강조했으면 좋았을텐데 하는 아쉬움은 있으나 연기 연출 좋았습니다.,8
목소리의 형태,너무 감동적이고 재미있습니다.,10
니 부모 얼굴이 보고 싶다,가해자 옹호… 영화가 주는 교훈이 하나도 없네요 뒤통수를 조심해라?,2
스파이더맨: 노 웨이 홈,어설픈 동정심은 나약함이고 어설픈 정의가 모두를 죽이고 화를 부른다.,6
베이비 드라이버,재미있게 잘봤습니다~,9
앰뷸런스,1. 내용 이상하고 없음2. 말도 안되는 전개와 인물들간 관계3. 현기증 나는 촬영 기법 (쓸데없는 드론 촬영ㅋ),2
니 부모 얼굴이 보고 싶다,그저 그런 영화입니다,6
뜨거운 피,간만에 한국영화 재밌어요,10
테넷,Future/ Past ,10
니 부모 얼굴이 보고 싶다,재판 할 때 아버지의 심정이 절절하게 느껴져 영화관 내 모두가 눈물을 흘렸던 것 같네요. 이 영화는 정말 인간다운 모습을 잘 표현했다고 생각해요. 후속작 기대합니다!,10
니 부모 얼굴이 보고 싶다,"우리는 진실이 뒤틀린 사회를 탓하면서 참된 반성과 참회를 거부한다. 그러나 인간이라는 존재는 진실이 올곧게 드러나도 진실 공표와 반성 사죄보다는 조작과 은폐 그리고 변명에 능숙하게 진화해왔다. 결국 자식이 괴물이 되면 부모는 악마가 된다는 수사로 자신의 악행을  자식을 포함한 다른 누군가에게 전가시키고 싶겠지만(거기다가 무조건적인 부성애라는 참으로 아름다운 개념까지 동원할 수 있다), 살아있는 모든 인간은 태어날 때부터 악의 씨앗에서 발화된 악마였을뿐. 결국 세상은 지옥일뿐이니 윤리도덕이라는 감정적 사치는 저버리시라! 오로지 법의 칼날이 우리를 위선과 내로남불에서 구원하리니 그것이 정의이고 천국일찌어다. ",8
니 부모 얼굴이 보고 싶다,어딘가 일관성 없는 엉성항 스토리..평점에 속았다…배우들 연기는 무난,6
니 부모 얼굴이 보고 싶다,111분동안 너무재미없어서 이악물고봄,2
노바디 ,일단 러시아인을 때려잡는것강철부대 HID 느낌 이라는것,8
니 부모 얼굴이 보고 싶다,슬프기도 하면서 무섭기도 한 영화.저렇게 학교폭력이 무섭다는 걸 확실히 느끼게 됨. 몰입이 너무 됐고 한결이는 피해자이기도 하고 가해자이기도 하다. 나중에 한 번 더 봐도 괜찮을 것 같은 영화,9
니 부모 얼굴이 보고 싶다,고구마는 100개 먹었지만 사이다는 500ml마신듯  피해자가 가해자가되고 애들보다 부모가 더 악마. 남지호가 ㄱ.럴줄은 예상치 못함 ,10
푸른 호수,저 나이 먹고 추방되면 어떡하라고? ;;;,9
신비한 동물들과 덤블도어의 비밀,헤헤ㅅ발…시험기간에안보길잘했당,1
스텔라,이걸영화라고 시나리오쓴작가도 문제고 이스토리를 알고 영화를 만든 감독도 제정신아님 배우들은 아무리 쓰레기 영화라도 입금되면 찍는구나,1
베놈 2: 렛 데어 비 카니지,"도대체 뭘 말하고자 하는지 알수없는 서사...부족한 캐릭터성, 1보다 못한 액션연출, 킬링타임용도 안되는 영화..",4
서울괴담,일단 스토리도 개별로임.. 개연성이라고는 1도없고 상식적으로 이해가 안되는 편이 많음 그냥 귀신이나 상황 연출로 겁주려고하는데 그거도 그냥 별로임.. 그리고 팬들이면 몰라도 아이돌 너무 이쁘고 잘생겨서 별로 이입도 안됨..심야괴담회가 더 재밌,1
세븐틴 파워 오브 러브 : 더 무비,아 사랑해 진짜 사람 미치게 해 진짜,10
불도저에 탄 소녀,이영화 디지게 답답하네 답답해. 여자애가 설치고만 다니고 집안 난장나는 영화..,8
짱구는 못말려 극장판: 태풍을 부르는 노래하는 엉덩이 폭탄!,짱구와 흰둥이가 가족으로서 서로 생각해주는 마음이 너무 예쁘다,10
세븐틴 파워 오브 러브 : 더 무비,진짜 감동하면서 봤음다...,10
뮤지컬 킹키부츠 라이브,CGV 신촌에서 보지마세요. 엉망진창입니다. 사운드가 너무 허접하고 볼륨은 왜이리 낮게 설정했는지 어이가 없었네요.,7
서울괴담,도시괴담 2가 벌써나오다니 걍 한마디로 도시괴담 보는느낌 개연성도 없고 재미도 없고 무섭지도 않음 그냥 유튜브에서 공포시리즈 보는게 나을듯 ,3
짱구는 못말려 극장판: 정면승부! 로봇아빠의 역습,자기가 아빠보다 더 멋진 사람이 될 거라는 짱구의 마지막 격려를 받고 떠난 로봇아빠는 과연 어떤 기분이었을까,10
신비한 동물들과 덤블도어의 비밀,어른의 사정과 중국의 자본으로 점철된 영화1편부터 기대해온 관객들을 배신한 영화.1. 유서프 카마는 대체 왜 그런거지?2. 내기니는 왜 2편에 넣었다가 빠진거지?3. 퀴니는 왜 빠진거지?4. 랠리 힉스 왜 넣은거?5. 그린델왈드라는 캐릭터의 주도면밀함은 왜개나 줘버린거지? 캐릭터를 이렇게 버리나?6. 테세우스는 대체 왜 있던거?7. 대체 크레덴스라는 캐릭터는 왜 존재한거지?8. 제이콥의 존재 의의는 뭐지? 제대로 활약은 했나? 지팡이 왜 받은거지?이 모든 질문들에 대한 답을 하나도 못한 영화였다.정말 보는 내내 짜증이 날 정도였고. 4편은 안 본다.해리포터 시리지의 최악의 망작이었다.,1
불안은 영혼을 잠식한다,정적이면서 우아한 미장센으로 담아낸 가장 외로운 사람들의 사랑 이야기,10
서울괴담,진짜 무섭습니다. 쌀 거 같아요,10
개들의 전쟁,쪽수가 7대2로 많은데 처음에 계속 처맞고 있는게 이해가 안감,8
이상한 나라의 수학자,가족이랑 보다가 많이 울었네요 잘봤습니다,10
쿠폰의 여왕,"코니는 어느 날,  공짜 쿠폰으로 돈을 벌 수 있는 획기적인 아이디어를 떠올리고 이웃집 절친이자 유튜버 꿈나무인 조조를 설득해 실행에 착수, 대박을 터뜨린다. 비즈니스 대성공의 기쁨을 만끽하며 명품부터 슈퍼카, 최신 무기 쇼핑까지 돈세탁에 열중하던 그때,수상함을 감지한 마트 손실 방지 전문가 켄이 본격 수사에 나선다.",10
야차,생각보다 재미있음!! 중간중간 킬링포인트도 있고 배우들의 연기가 좋음!,10
짱구는 못말려 극장판: 태풍을 부르는 나와 우주의 프린세스,짱구가 오빠로서의 여유를 가짐으로써 집안의 균형을 맞출 수 있게 됐구나,10
B컷,신화창조 당신들 진짴ㅋ C컷도 안 되는 이런 영화를 별 5개? 아 개웃곀ㅋ 시간 아까우니까 거르세욬ㅋㅠㅠ ,1
녹색 광선,하늘이 점 찍어준 그린라이트 신호,10
공기살인,꼭 봐야 하는 영화인 것 같아요 인상깊게 잘 봤네요 중간에 관전 포인트를 바꿔준  반전이 있어서 더 그랬던 것 같아요 공기살인 모두가 아는 영화가 되었으면 좋겠네요 ,10
야차,한끗차이 야차가 아니라 아차네,3
타이타닉 2,2.22를 유지해야되,1
메기,진실을 말한 성원이 덧붙일 변명까지 궁금해했던 나 자신을 반성한다,10
형,진한 감동ㅠㅠ 강추해요,10
